collections,site_id,site_name,placekey,places
Mollusc,AHC 1962-06-09 Carp River,AHC 1962-06-09 Carp River,,"North America: Canada, Ottawa Riv. [placekey:12156] (total:10) | North America: Canada, Ontario, Ottawa (metro) [placekey:202] (total:1) | North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:1) | North America: Canada, Ontario, Ottawa (metro), Carp [placekey:15748] (total:1)"
Mollusc,AHC 1966-07-21 C863,AHC 1966-07-21 C863,,"North America: Canada, Nunavut, Ennadai Lake [placekey:27692] (total:11) | North America: Canada, Northwest Territories [placekey:14] (total:2)"
Mollusc,HBH&WHH 1960-06-08 HP-1860,HBH&WHH 1960-06-08 HP-1860,,"North America: Canada, Ontario, Frontenac Co. (ON) [placekey:495] (total:2) | North America: Canada, Ontario, Frontenac Co. (ON), Sydenham Lake [placekey:27491] (total:10) | North America: Canada, Ontario, Frontenac Co. (ON), Kingston [placekey:24528] (total:1)"
"Crustacea, Mollusc",CMNC 1988-0547,Thomas-19660817,,"North America: Canada, Nova Scotia, Cape Breton Co. (NS) [placekey:19054] (total:1) | North America: Canada, Nova Scotia, Cape Breton Island [placekey:384] (total:7) | North America: Canada, Nova Scotia [placekey:10] (total:2) | North America: Canada, Nova Scotia, Inverness Co. (NS) [placekey:8900] (total:2)"
Mollusc,AHC 1961-08-08 C268,AHC 1961-08-08 C268,,"North America: Canada, Ontario, Thunder Bay Distr. (ON) [placekey:457] (total:3) | North America: Canada, Ontario, Thunder Bay Distr. (ON), Metcalfe Lake [placekey:28996] (total:9) | North America: Canada, Ontario [placekey:7] (total:1)"
Crustacea,ELB 1980 S18B01,ELB 1980 S18B01,,"North America: United States, Alaska, Gulf of Alaska [placekey:767] (total:1) | North America: United States, Alaska, Sitka Borough, Kruzof I. [placekey:10436] (total:11)"
Crustacea,ELB 1958 B13,ELB 1958 B13,,"North America: Canada, New Brunswick, Charlotte Co. (NB), New River Beach [placekey:28922] (total:11) | North America: Canada, New Brunswick, Saint John Co. (NB) [placekey:185] (total:1)"
"Crustacea, General Invertebrate",ELB 1975 P22,ELB 1975 P22,,"North America: Canada, British Columbia, Barclay Land Distr. [placekey:287] (total:1) | North America: Canada, British Columbia, Barclay Land Distr., Trevor Ch. [placekey:9365] (total:6) | North America: Canada, British Columbia, Barclay Land Distr., Cape Beale [placekey:26823] (total:5)"
Parasite,CMNPA 1982-1615,Lim Bukit Merah,,"Asia: Malaysia, Perak [placekey:6550] (total:9) | Eurasia: Peninsular Malaysia, Selangor [placekey:6552] (total:3)"
Parasite,CMNPA 1984-4287,Read 1953 HPA-18,,"North America: Mexico, Baja California Sur [placekey:4127] (total:12) | North America: Mexico, Baja California [placekey:4123] (total:4)"
Parasite,CMNPA 1986-0596,Sekerak-1970-ADS-71-283,,"North America: Canada, British Columbia [placekey:3] (total:3) | Pacific Ocean: Queen Charlotte Sound [placekey:24300] (total:9)"
"Crustacea, General Invertebrate",CMNC 1984-0106,Stewart 1980 112,,"North America: Canada, Newfoundland and Labrador [placekey:12] (total:1) | North America: Canada, Newfoundland and Labrador, Grand Bank Distr., Grand Bank [placekey:9428] (total:11)"
Mollusc,HBH&RMW 1961-09-20 P-1927,HBH&RMW 1961-09-20 P-1927,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Loyalist Twp. [placekey:12089] (total:5) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Millhaven [placekey:25251] (total:4) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Odessa [placekey:24847] (total:3)"
Mollusc,HBH 1962-09-14 HBH 21,HBH 1962-09-14 HBH 21,,"North America: Canada, Ontario, Lennox and Addington Co. (ON) [placekey:867] (total:6) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Moscow (ON) [placekey:28268] (total:3) | North America: Canada, Ontario, Chatham-Kent, Camden [placekey:17265] (total:2) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Camden Lake [placekey:12229] (total:1)"
Mollusc,CMNML 031692,AHC 1961-08-10 C272,,"North America: Canada, Manitoba, Whitemouth River [placekey:25952] (total:11) | North America: Canada, Manitoba, Whitemud Riv. (MB) [placekey:13717] (total:1)"
Mollusc,HBH&RMW 1961-09-20_P-1927,HBH&RMW 1961-09-20_P-1927,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Odessa [placekey:24847] (total:11) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Millhaven [placekey:25251] (total:1)"
Mollusc,HBH 1962-08-17 16,HBH 1962-08-17 16,,"North America: Canada, Ontario, Hastings Co. (ON), Moira Riv. [placekey:23623] (total:7) | North America: Canada, Ontario, Hastings Co. (ON), Tweed Twp. [placekey:11921] (total:5)"
Mollusc,AHC 1961-07-18 C222,AHC 1961-07-18 C222,,"North America: Canada, Ontario, Thunder Bay Distr. (ON), Klotz Lake [placekey:28782] (total:8) | North America: Canada, Ontario, Thunder Bay Distr. (ON), Longlac [placekey:24626] (total:2) | North America: Canada, Ontario [placekey:7] (total:2)"
Vascular Plant,CAN 45656,CAN 45656-Pond Inlet(NU),,"North America: Canada, Nunavut, Pond Inlet (NU) [placekey:17616] (total:1) | North America: Canada, Nunavut, Baffin I. [placekey:140] (total:11)"
Mollusc,CMNML 029543,AHC 029543,,"North America: Canada, Ontario, Ottawa (metro) [placekey:202] (total:10) | North America: Canada, Ontario, Mississippi Riv. (ON) [placekey:16135] (total:2)"
Mollusc,CMNML 070743,Kidd-1972-06-12 BTK 72-10,,"North America: Canada, Ontario, Grand Riv. [placekey:26236] (total:11) | North America: Canada, Ontario, Haldimand (ON), York (Seneca) [placekey:25132] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0345,DFO(ABS) 1955 715 B-14,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:11)"
"Crustacea, General Invertebrate",CMNC 1988-0494,Johansen 1915 43c,,"North America: Canada, Nunavut, Cockburn Pt. [placekey:9641] (total:9) | North America: Canada, Northwest Territories [placekey:14] (total:3)"
Mollusc,HBH 1962-11-05 Newburgh,HBH 1962-11-05 Newburgh,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Newburgh (ON) [placekey:36608] (total:10) | North America: Canada, Ontario, Chatham-Kent, Camden [placekey:17265] (total:2)"
Mollusc,AHC 1962-07-26 C376,AHC 1962-07-26 C376,,"North America: Canada, Saskatchewan [placekey:5] (total:7) | North America: Canada, Saskatchewan, Montreal Lake [placekey:35560] (total:5)"
Mollusc,CMNML 066000,BTK 1971-08-01 K71-72,,"North America: Canada, Ontario, Nith Riv. [placekey:26244] (total:10) | North America: Canada, Ontario, Brant, Paris (ON) [placekey:18557] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-0693,OClair 1969 69RD5,,"North America: United States, Alaska, Aleutians West Census Area, Rat Is. [placekey:776] (total:5) | North America: United States, Alaska, Bering Sea [placekey:779] (total:6)"
Crustacea,Schueler 1975 5153,Schueler 19750510,,"North America: Canada, Ontario, Wellington Co. (ON), Guelph/Eramosa Twp. [placekey:12284] (total:10) | North America: Canada, Ontario, Speed Riv. [placekey:26709] (total:1)"
Mollusc,HBH 1961-06-06_P-1902,HBH 1961-06-06_P-1902,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Ernestown [placekey:13414] (total:11) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Bath [placekey:10714] (total:1)"
Mollusc,HBH 1962-09-14 21,HBH 1962-09-14 21,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Moscow (ON) [placekey:28268] (total:6) | North America: Canada, Ontario, Chatham-Kent, Camden [placekey:17265] (total:5) | North America: Canada, Ontario, Middlesex Co. (ON), Middlesex Centre Twp. [placekey:17071] (total:1)"
Mollusc,HBH 1962-09-14 19,HBH 1962-09-14 19,,"North America: Canada, Ontario, Napanee Riv. [placekey:26369] (total:7) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Camden East [placekey:24622] (total:1) | North America: Canada, Ontario, Chatham-Kent, Camden [placekey:17265] (total:3)"
"Crustacea, General Invertebrate",CMNI 1985-0372,Calanus 1962 62-2032 B-45,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:10)"
Crustacea,ELB 1966 W47,ELB 1966 W47,,"North America: United States, Washington, Pacific Co. [placekey:3956] (total:6) | North America: United States, Washington, Pacific Co., Nahcotta [placekey:9062] (total:4) | North America: United States, Washington, Pacific Co., Willapa Bay [placekey:27098] (total:1)"
"Crustacea, Mollusc",CMNML 035060,MacDonald 1954 26,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Ellef Ringnes I., Isachsen [placekey:10854] (total:10)"
Crustacea,ELB 1977 B06b,ELB 1977 B06b,,"North America: Canada, British Columbia, Victoria Land Distr. [placekey:303] (total:5) | North America: Canada, British Columbia, Victoria Land Distr., Trial Is. [placekey:27796] (total:2) | North America: Canada, British Columbia, Victoria Land Distr., Oak Bay [placekey:849] (total:4)"
Mollusc,AHC&HBH 1960-06-11 C45,AHC&HBH 1960-06-11 C45,,"North America: Canada, Ontario, Hastings Co. (ON), Tweed Twp. [placekey:11921] (total:6) | North America: Canada, Ontario [placekey:7] (total:1) | North America: Canada, Ontario, Hastings Co. (ON), Moira Riv. [placekey:23623] (total:4)"
Crustacea,CMNC 2010-2897,LDD 2897,,"North America: Canada, Saskatchewan, Donwell [placekey:34790] (total:9) | North America: Canada, Saskatchewan, Donegal [placekey:34788] (total:1)"
"Crustacea, Mollusc",CMNML 036738,Calanus 1962 62-4006,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Qikiqtaaluk Region, Cornwallis I., Resolute Bay [placekey:130] (total:10)"
Mollusc,EWI 1962-07-20 Fossil Lake,EWI 1962-07-20 Fossil Lake,,"North America: Canada, Northwest Territories [placekey:14] (total:9) | North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:1)"
"Crustacea, Mollusc",CMNML 067137,Thomas-1964 OCT 29,,"North America: Canada, Prince Edward Island, Prince Co. (PE) [placekey:9125] (total:4) | North America: Canada, Prince Edward Island [placekey:11] (total:1) | North America: Canada, Prince Edward Island, Prince Co. (PE), Malpeque Bay [placekey:19699] (total:2) | North America: Canada, Prince Edward Island, Prince Co. (PE), Bird Island [placekey:9127] (total:3)"
Crustacea,Judd 1965 B3-01,Judd 1965 B3,,"North America: Canada, Ontario, Middlesex Co. (ON), London (ON) [placekey:25063] (total:3) | North America: Canada, Ontario, Middlesex Co. (ON), Thames Centre [placekey:25975] (total:7)"
Mollusc,CMNML 026400,AHC CMNML 026400 C310,,"North America: Canada, Ontario [placekey:7] (total:10) | North America: Canada, Ottawa Riv. [placekey:12156] (total:1)"
General Invertebrate,CMNI 1900-3848,Powell 1969 FortRandolph,,"Central America: Panama, Colon Prov., Fort Randolph [placekey:9493] (total:5) | Central America: Panama [placekey:4262] (total:6)"
Mollusc,HBH 1959-07-21 Milford,HBH 1959-07-21 Milford,,"North America: Canada, Ontario, Prince Edward Co. (ON), Marysburgh [placekey:18361] (total:4) | North America: Canada, Ontario, Prince Edward Co. (ON) [placekey:878] (total:2) | North America: Canada, Ontario, Prince Edward Co. (ON), Milford [placekey:23464] (total:4)"
Crustacea,ORourke 1977 E04,ORourke 1977 E04,,"North America: Canada, British Columbia, New Westminster Land Distr. [placekey:279] (total:2) | North America: Canada, British Columbia, New Westminster Land Distr., Indian Arm [placekey:28084] (total:8)"
Crustacea,ELB 1975 P05c,ELB 1975 P05c,,"North America: Canada, British Columbia, Barclay Land Distr., Trevor Ch. [placekey:9365] (total:4) | North America: Canada, British Columbia, Barclay Land Distr., Taylor Islet [placekey:28955] (total:6)"
"Crustacea, General Invertebrate",ELB 1971 95 1/2B,ELB 1971 95 1/2B,,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie [placekey:10763] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de Charlevoix-Est, Îlet aux Alouettes [placekey:9530] (total:9)"
"Crustacea, General Invertebrate",CMNI 1986-0333,DFO (ABS) 1956 837 B-45,,"North America: Canada, Northwest Territories [placekey:14] (total:3) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:7)"
Mollusc,CMNML 050854,AHC 1959-10-25 C21,,"North America: Canada, Ontario [placekey:7] (total:7) | North America: Canada, Ontario, Victoria Co. (ON), Pleasant Point (ON) [placekey:33804] (total:1) | North America: Canada, Ontario, Lake Ontario [placekey:11949] (total:2)"
Mollusc,CMNML 011160,Bousfield-1956-08-29 Long Point,,"North America: Lake Erie [placekey:25790] (total:5) | North America: Canada, Ontario, Norfolk (ON), Walsingham [placekey:12146] (total:2) | North America: Canada, Ontario, Norfolk (ON), Long Point (Norfolk) [placekey:10296] (total:2) | North America: Canada, Ontario [placekey:7] (total:1)"
Parasite,CMNPA 1984-5932,Renewable Resources 1976 HPA-401 A76-492,,"North America: Canada, British Columbia, Cariboo Land Distr., Arctic Lake [placekey:36910] (total:10) | North America: Canada, British Columbia, Cariboo Land Distr., Parsnip Riv. [placekey:12871] (total:10)"
"Crustacea, Parasite",CMNPA 1979-1383a,Arthur 1975 DepartureBay,,"North America: Canada, British Columbia, Nanaimo Land Distr., Departure Bay [placekey:174] (total:9) | North America: Canada, British Columbia, Nanaimo Land Distr., Nanaimo [placekey:8822] (total:6)"
"Crustacea, General Invertebrate",CMNI 1986-0898,19700813 70-1003,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Victoria I. (NU), Starvation Cove [placekey:16487] (total:9)"
Mollusc,HBH 1963-08-09 H30,HBH 1963-08-09 H30,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Newburgh (ON) [placekey:36608] (total:7) | North America: Canada, Ontario, Chatham-Kent, Camden [placekey:17265] (total:2)"
Mollusc,CMNML 067537,Clarke-1972-08-05 BTK 1115,,"North America: Canada, British Columbia, Kamloops Division Yale Land Distr. [placekey:281] (total:8) | North America: Canada, British Columbia, Yale Division Yale Land Distr. [placekey:301] (total:1)"
Mollusc,CMNML 070839,Kidd-1972-06-10 BTK 72-2,,"North America: Canada, Ontario, Waterloo Reg. Mun. [placekey:886] (total:2) | North America: Canada, Ontario, Grand Riv. [placekey:26236] (total:7)"
Mollusc,HBH 1961-05-08 Hungry Bay,HBH 1961-05-08 Hungry Bay,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:7) | North America: Canada, Ontario, Hastings Co. (ON), Shannonville [placekey:23415] (total:2)"
Mollusc,CMNML 048155,Athearn-1963-08-03 Stn. 548,,"North America: Canada, Ontario, Chatham-Kent, Rondeau Harbour [placekey:24030] (total:8) | North America: Canada, Ontario, Chatham-Kent, Shrewsbury [placekey:25207] (total:1)"
Mollusc,AHC 1962-07-14 C342,AHC 1962-07-14 C342,,"North America: Canada, Manitoba, Shell River [placekey:25953] (total:4) | North America: Canada, Manitoba, Shell Riv. [placekey:27203] (total:3) | North America: Canada, Manitoba [placekey:6] (total:2)"
Vascular Plant,CAN 76879,CAN 76879-Iqaluit(NU),,"North America: Canada, Nunavut, Baffin I., Iqaluit [placekey:124] (total:8) | North America: Canada, Nunavut, Baffin I. [placekey:140] (total:1)"
Crustacea,ELB 1956 S03,ELB 1956 S03,,"North America: Canada, Nova Scotia, Shelburne Co. (NS), Clarks Harbour [placekey:28218] (total:4) | North America: Canada, Nova Scotia, Shelburne Co. (NS), Clarks Harbour [placekey:28219] (total:5)"
Mollusc,AHC 1961-07-25 C242,AHC 1961-07-25 C242,,"North America: Canada, Ontario, Cochrane Distr. (ON), Kapuskasing [placekey:18106] (total:8) | North America: Canada, Ontario, Kenora Distr. (ON), Red Lake [placekey:26014] (total:1)"
Crustacea,ELB 1977 F06c,ELB 1977 F06c,,"North America: United States, Florida, Gillespie Co. [placekey:1395] (total:1) | North America: United States, Florida, Bay Co. (FL) [placekey:1325] (total:8)"
"Crustacea, General Invertebrate",CMNC 1989-0275,Johansen 1915 41f,,"North America: Canada, Nunavut, Bernard Hbr. [placekey:549] (total:1) | North America: Canada, Northwest Territories [placekey:14] (total:8)"
Mollusc,FWG&BTK&MM 1970-05-24 Braeside,FWG&BTK&MM 1970-05-24 Braeside,,"North America: Canada, Ontario, Renfrew Co. (ON) [placekey:394] (total:1) | North America: Canada, Ontario, Brant, Braeside [placekey:22750] (total:8)"
Mollusc,AHC 1961-08-05 C258,AHC 1961-08-05 C258,,"North America: Canada, Ontario, Kenora Distr. (ON), Patricia Portion [placekey:23428] (total:5) | North America: Canada, Ontario, Nipissing Distr. (ON) [placekey:491] (total:2) | North America: Canada, Ontario [placekey:7] (total:2)"
"Crustacea, Mollusc",CMNML 035118,Ellis 1954 B15,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Victoria I. (NU), Cambridge Bay [placekey:12359] (total:8)"
