mkey,date_collected
398927,1912 (purchase date)
398928,1912 (purchase date)
398929,1912 (purchase date)
398930,1912 (purchase date)
398931,1912 (purchase date)
398932,1912 (purchase date)
398934,1917
398935,1917
398936,1917
398937,1917
398938,1917
398939,1917
398940,1917
398941,1917
398942,1917
398943,1917
398944,1917
398945,1917
398946,1917
398947,1917
398948,1917
398949,1917
398950,1917
398951,1917
398952,1917
398953,1917
398954,1917
398955,1917
398956,1917
398957,1917
398958,1917
398959,1917
398960,1917
398961,1917
398962,1917
398963,1917
398964,1917
398965,1917
398966,1917
398967,1917
398968,1917
398969,1917
398970,1917
398971,1917
398972,1917
398973,1917
398974,1917
398975,1917
398976,1917
398977,1912
398978,1912 (purchase date)
398979,1912 (purchase date)
398980,1917
398981,1917
398982,1917
398983,1917
398984,1917
398985,1917
398987,1917
398988,1917
398989,1917
398990,1917
398991,1917
398992,1917
398993,1917
398994,1917
398995,1917
398996,1917
398997,1917
398998,1917
398999,1917
399000,1917
399001,1917
399002,1917
399003,1917
399004,1917
399005,1917
399006,1917
399007,1917
399008,1917
399009,1917
399010,1923-06
399011,1917
399012,1917
399013,1917
399014,1917
399015,1917
399016,1917
399017,1917
399018,1917
399019,1917
399020,1917
399021,1917
399022,1917
399023,1917
399024,1917
399025,1923-05
399026,1917
399027,1917
399028,1917
399029,1881-08
399030,1881-08
399032,18811-08
399033,1897-08
399034,1897-08
399035,1905-05
399037,1869-05
399040,1905-05
399042,1909-06
399043,1916-04
399044,1906-07
399048,1900-01
399052,1899-06
399056,1897-03
399061,1915-05 (a); 1916-06 (b); 1916-05 (c)
399062,1900-07
399063,1909-04
399064,1915-02
399066,1915-04
399067,1916-06
399072,1897-02
399073,1899-07
399080,1900
399088,1901-07
399089,1899-06
399090,1914-12
399095,1900-07
399101,1891-04
399102,1899 & 1900
399103,1901-07
399105,1894-07
399106,1896
399108,1896-08
399109,1896
399110,1898-07
399113,1901-07
399119,1894-08
399120,1908-01
399122,1888-09
399127,1898-01
399133,1908-12
399146,1904
399148,1888
399149,1884
399159,1908-11
399160,1908-10
399163,1981-08
399165,1898-07
399167,"(a) 1909-12,(b) 1916-01"
399172,1915-12
399173,1912-06
399177,1884-06
399181,1901-07
399183,1901-07
399203,1899-06
399204,1914-04
399278,1914
399279,1914
399280,1914
399282,1914
399283,1914
399284,1914
399285,1914
399286,1914
399287,1914
399288,1914
399289,1914
399290,1914
399291,1914
399292,1914
399293,1914
399294,1914
399295,1914
399296,1914
399297,1914
399298,1914
399299,1914
399300,1914
399301,1914
399302,1914
399303,1914
399304,1914
399305,1914
399307,1914
399308,1914
399309,1914
399310,1914
399312,1914
399315,1914
399317,1914
399318,1914
399319,1914
399320,1914
399321,1914
399322,1914
399323,1914
399324,1914
399325,1914
399326,1914
399327,1914
399328,1914
399329,1914
399330,1914
399331,1914
399332,1914
399333,1914
399334,1914
399335,1914
399336,1914
399337,1914
399338,1914
399339,1914
399340,1914
399341,1914
399342,1914
399343,1914
399344,1914
399345,1914
399346,1914
399347,1914
399348,1914
399349,1914
399350,1914
399351,1914
399352,1914
399353,1914
399354,1914
399355,1914
399356,1914
399357,1914
399358,1914
399359,1914
399360,1914
399361,1914
399362,1914
399363,1914
399364,1914
399365,1914
399366,1914
399367,1914
399368,1914
399369,1914
399370,1914
399371,1914
399372,1963
399373,1914
399374,1963
399375,1933
399376,1967
399377,1963?
399379,1914
399387,1969-70
399388,1914
399389,1914
399390,1914
399391,1914
399392,1914
399393,1914
399395,1914
399396,1914
399397,1914
399398,1914
399399,1914
399400,1914
399401,1914
399402,1914
399403,1914
399404,1914
399405,1914
399406,1914
399407,1914
399408,1914
399409,1914
399410,1914
399412,1914
399416,1963
399417,1969-70
399420,1963
399422,1894
399428,1895-09
399429,1892-12
399430,1892-12
399431,1880-08
399432,1880-08
399433,1880-08
399434,1880-08
399435,1880-08
399436,1880-08
399437,1880-08
399442,1883-09
399443,1883-09
399448,1895-09
399450,1914
399452,1914
399454,1914
399455,1914
399456,1914
399458,1914
399459,1914
399460,1914
399461,1914
399462,1914
399463,1914
399464,1914
399465,1914
399466,1914
399468,1914
399469,1914
399470,1914
399471,1914
399472,1914
399473,1914
399475,193506
399486,1893
399487,1893
399500,1900-07
399512,1910-01
399522,1896 & 1897
399524,1895-07
399527,1892-01
399528,1909-10
399533,1908-06
399539,1908-06
399542,1914
399544,1914
399546,1914
399547,1914
399548,1914
399550,1914
399552,1914
399554,1914
399557,1914
399559,1914
399561,1914
399563,1914
399565,1914
399568,1914
399569,1914
399571,1914
399572,1914
399573,1914
399574,1914
399575,1914
399576,1914
399577,1914
399578,1914
399579,1914
399580,1914
399582,1914
399583,1914
399584,1914
399585,1914
399586,1914
399587,1914
399589,1914
399590,1914
399591,1914
399594,1914
399596,1913
399597,1913
399601,1913
399602,1913
399603,1913
399606,1913
399607,1913
399608,1859-(01-07)
399610,1913
399612,1913
399614,1913
399616,1859-01-00 - 1859-07-00
399627,1884-06
399631,1899-06
399632,1899-winter
399674,1914
399676,1914
399677,1914
399679,1914
399681,1914
399682,1914
399684,1914
399685,1914
399687,1914
399688,1914
399689,1914
399690,1914
399691,1914
399692,1914
399693,1914
399694,1914
399695,1914
399696,1914
399697,1914
399698,1979?
399699,1908-10
399707,1909-12
399714,1847
399719,1914
399721,1914
399722,1914
399723,1914
399724,1914
399727,1914
399729,1914
399731,1914
399732,1914
399734,1914
399735,1914
399736,1914
399737,1914
399738,1914
399739,1914
399740,1914
399741,1914
399742,1914
399743,1914
399744,1914
399745,1914
399746,1914
399747,1914
399748,1914
399749,1914
399750,1914
399751,1914
399752,1914
399753,1914
399754,1914
399755,1914
399756,1914
399757,1914
399758,1914
399759,1914
399760,1914
399761,1914
399762,1914
399763,1914
399765,1914
399768,1914
399771,1914
399772,1914
399773,1914
399774,1914
399775,1914
399777,1914
399778,1914
399779,1914
399780,1900-summer
399781,1914
399782,1914
399784,1914
399785,1914
399786,1914
399787,1914
399788,1914
399789,1914
399790,1914
399791,1914
399795,1904-08-(26-27)
399804,1900-06
399807,1897-12
399808,1899-04
399809,1897-04
399810,1900-01
399812,1899-08
399822,1978-06
399836,1914
399837,1914
399838,1914
399839,1914
399840,1914
399841,1914
399842,1914
399843,1914
399844,1914
399845,1914
399846,1914
399847,1914
399848,1914
399849,1914
399850,1914
399851,1914
399852,1914
399853,1914
399854,1914
399855,1914
399856,1914
399858,1914
399859,1914
399860,1914
399861,1914
399862,1914
399863,1914
399864,1914
399865,1914
399866,1914
399867,1914
399868,1914
399869,1910-02
399882,1914
399883,1914
399884,1914
399886,1914
399887,1914
399888,1914
399890,1914
399891,1914
399892,1914
399893,1914
399894,1914
399895,1914
399896,1914
399897,1914
399898,1914
399899,1914
399900,1914
399901,1914
399902,1914
399903,1914
399904,1914
399905,1914
399906,1914
399907,1914
399908,1914
399909,1914
399910,1914
399911,1914
399912,1914
399913,1914
399914,1914
399915,1914
399916,1914
399917,1914
399918,1914
399919,1914
399920,1914
399921,1914
399922,1914
399923,1914
399924,1914
399925,1914
399927,1914
399928,1914
399930,1914
399931,1914
399932,1914
399933,1914
399935,1914
399936,1914
399937,1914
399938,1914
399940,1914
399941,1914
399943,1914
399944,1914
399946,1914
399947,1914
399948,1914
399949,1914
399950,1914
399951,1914
399952,1914
399953,1914
399954,1914
399955,1914
399956,1914
399957,1914
399958,1914
399959,1914
399960,1914
399961,1914
399962,1914
399963,1914
399964,1914
399967,1914
399968,1914
399969,1914
399972,1914
399975,1914
399976,1914
399977,1914
399978,1914
399979,1914
399980,1914
399981,1914
399982,1914
399983,1914
399984,1914
399986,1914
399988,1914
399990,1914
399991,1914
399992,1914
399994,1914
399995,1914
399996,1914
399997,1914
399998,1914
399999,1914
400000,1914
400001,1914
400002,1914
400003,1914
400004,1914
400005,1914
400006,1914
400007,1914
400008,1914
400009,1914
400010,1914
400011,1914
400012,1914
400013,1914
400014,1914
400015,1914
400016,1914
400017,1914
400018,1914
400020,1914
400021,1914
400022,1914
400024,1899-07
400025,1905-11
400029,1882-08
400030,1914
400031,1882-08
400032,1914
400033,1914
400034,1914
400035,1914
400036,1914
400037,1914
400038,1914
400039,1914
400040,1914
400041,1914
400042,1914
400043,1914
400044,1914
400045,1882-08
400046,1914
400047,1914
400048,1882-08
400049,1914
400050,1914
400051,1882-08
400052,1914
400053,1914
400064,1897-09
400065,date unknown
400074,1914
400079,1931
400085,1915-09-(3-6)
400094,1914
400095,1914
400096,1914
400097,1914
400098,1914
400099,1914
400100,1914
400101,1914
400102,1914
400105,1914
400106,1914
400107,1914
400108,1914
400109,1914
400110,1914
400111,1914
400112,1914
400113,1914
400115,1914
400116,1914
400118,1914
400119,1914
400120,1914
400121,1914
400122,1914
400123,1914
400124,1914
400125,1914
400126,1914
400127,1914
400128,1914
400129,1914
400130,1914
400131,1914
400133,1914
400137,1914
400138,1914
400139,1914
400140,1914
400141,1914
400142,1914
400143,1914
400144,1914
400151,1914
400156,1914
400157,1914
400158,1914
400160,1914
400161,1914
400162,1914
400163,1914
400164,1914
400166,1914
400167,1914
400168,1914
400169,1914
400170,1914
400171,1870-06
400172,1914
400173,1914
400174,1914
400175,1914
400176,1914
400178,1914
400179,1914
400180,1914
400181,1999 04 10
400182,1914
400183,1914
400184,1914
400185,1914
400186,date unknown
400194,1972-09
400202,1999 04 10
400204,1994 07 18
400205,1864
400206,1994 07 18
400207,1998 05 14
400208,1972-08-00
400210,1998 05 14
400211,1998 05 14
400212,1998 06 04
400213,1998 06 04
400214,1998 06 04
400216,1976 07 31
400218,1907
400220,1954
400223,1954-02
400224,1959-05
400225,1886-07-00 - 1886-10-00
400226,1976 07 31
400229,1954
400237,1998 06 10
400240,1998 06 10
400242,1998 06 10
400243,1998 06 10
400244,1999 06 25
400246,1998 06 10
400248,1998 06 10
400252,1999 07 24
400253,1999 07 24
400260,1887
400276,1875
400279,1958-08
400312,1938-07-00
400332,1956-12-00
400333,1965-04-00
400335,1960-08
400338,1943-12-00
400344,1921-10
400345,1944-08-00
400364,1974-07-00
400370,1959-10
400377,1958-08
400379,1956-09-00
400384,1891-08
400389,1891-07
400400,1901-06;1901-07
400410,1937-05-00
400411,1937-12-00
400412,1972
400413,1972-10
400416,1981-04-00
400418,1963-06-00
400423,1871-06
400443,1858-09
400465,1923-08
400468,1952-07-1952
400471,1979-07
400477,1913
400479,1913
400480,1913
400481,1913
400482,1913
400485,1913
400486,1913
400488,1913
400490,1913
400491,1913
400496,1972
400502,1970-07--08
400506,1957-10
400510,1869-07
400511,1958 spring
400519,1902
400522,1874
400524,1913
400526,1913
400527,1913
400528,1913
400529,1913
400530,1913
400531,1913
400532,1913
400534,1957-09-00
400539,1929-11-00
400540,1942-02-00
400541,1825 - 1827;1831 - 1835
400545,1971-07
400551,1956-12-00
400553,1971-07
400554,1958-12-00
400560,1959-10-00
400561,1960-09-00
400562,1964-12-00
400569,1962-12-00
400580,1976-08
400592,1971-07
400596,1971-07
400602,1983 summer
400606,1850
400619,1913
400620,1913
400622,1913
400623,1913
400624,1913
400625,1913
400626,1913
400627,1913
400628,1913
400629,1913
400630,1913
400631,1913
400632,1913
400633,1913
400635,1913
400636,1913
400637,1913
400638,1913
400639,1913
400640,1913
400641,1913
400642,1913
400643,1913
400645,1913
400646,1913
400648,1913
400649,1913
400650,1913
400651,1884-06
400652,1884
400653,1889
400654,1884-09
400655,1884-06
400656,1888-06
400657,1888-06
400658,1884
400659,1884
400660,1888
400661,1888
400662,1884
400663,1884
400664,1884
400665,1884
400666,1884
400667,1884
400668,1884
400669,1884
400670,1904-07
400671,1884-06
400672,1884-06
400673,1889
400674,1889
400675,1888-06
400676,1889-08
400677,1889-08
400679,1884?
400680,1888
400681,1884
400682,1884-06
400683,1884-06
400684,1884-06
400685,1884-06
400686,1884-06
400687,1884-06
400688,1884-06
400689,1884-06
400690,1888-06
400691,1884-06
400692,1888
400693,1884
400694,1884-06
400695,1884-06
400696,1884-06
400697,1884-06
400700,1819-22
400701,1819-22
400707,1914
400708,1914
400709,1914
400710,1914
400711,1914
400712,1914
400713,1880
400716,1961-08
400720,1805-04
400723,1911
400728,1879
400730,1914
400731,1914
400732,1914
400734,1941-30-08
400735,1977.02
400747,1959-08 - 1959-09
400764,date unknown
400765,1961-04
400781,1939-08-016
400847,1960-07
400849,1959-07
400853,1954
400857,1949-10
400934,1914
400942,1914
400948,1962-11-00
400949,1962-11-00
400950,1962-11-00
400952,1962-11-00
400953,1962-11-00
400954,1962-11-00
400955,1962-11-00
400956,1962-11-00
400957,1962-11-00
400958,1962-11-00
400959,1962-11-00
400961,1962-11-00
400977,1847-09-00
401007,1932-04-00
401013,1995 05 31
401020,1995 05 31
401021,1995 05 31
401022,1995 05 27
401025,1995 05 31
401028,1995 05 27
401029,1995 05 31
401030,1995 05 31
401031,1995 05 31
401032,1995 05 27
401033,1995 05 27
401034,1995 05 28
401035,1995 05 30
401036,1995 05 30
401037,1995 05 31
401038,1995 05 31
401040,1995 05 30
401042,1995 05 31
401044,1995 05 31
401045,1995 05 31
401047,1995 05 31
401048,1995 08
401049,1995 08
401053,1995 08
401054,1995 08
401058,1995 08 30
401065,1995 08 30
401071,1995 08 30
401073,1995 08 28
401075,1995 08 30
401077,1995 08 30
401079,1995 08 30
401084,1968-06-(16-17)
401092,1994 07 10
401097,1995 08 28
401102,1997 05
401112,1969-11-00
401117,1997 05
401119,1997 05
401120,1876
401122,1995 08
401123,1890-07
401128,1994 07 10
401132,1989 09
401134,1994 07 10
401146,1993 07 21
401149,1988 08 09
401150,1988 08 09
401151,1988 08 09
401156,1997-05
401157,1997-05
401158,1995-08
401196,1850-06-00
401217,1983-01-00
401231,1916-08
401237,1976-08-00
401239,1976-04-00
401240,1999 03 14
401241,1976-05-00
401263,1910-08
401272,1933-06-00
401308,1972-09-00
401310,1972-09-00
401311,1972-09-00
401325,1955-11-00
401377,1914
401379,1914
401380,1914
401381,1914
401382,1914
401384,1914
401397,1945-11
401400,1945-11-00
401439,1889
401448,1800's
401453,1886
401602,1958-08
401657,1900-07 - 1900-08
401661,1922-07 - 1922-08
401701,1945-03-00
401709,1964-06-00
401710,1970-06
401715,1977-08
401724,1899-08
401750,1870
401779,1984-10
401797,1951-08
401799,1899-08
401804,1925
401837,1967-08 (ca.)
401839,1967-08 (ca.)
401840,1967-08 (ca.)
401841,1967-08 (ca.)
401862,1925
401871,1916-07
401877,1949-01-00
401879,1944-01-00
401881,1925
401887,1900-06 - 1900-07
401909,1956-01-00 (ca.)
401913,1960-05-00
401925,1935-01-00
401928,1934-12
401935,1937-02-00
401939,1961-07-00 (ca.)
401941,1961-07-00 (ca.)
401942,1945-11-00
401966,1947-05-00
401968,1950-11-00
401971,1951-10-00
402026,1960-00-00 (ca.)
402027,1960-00-00 (ca.)
402079,1893-06-00 (ca.)
402086,1981
402102,1899-08
402140,1855
402143,1977-07
402153,00-00-00
402155,1934
402169,1994-12
402191,1900-06 - 1900-08
402203,1934-06
402218,1931-07
402264,1981
402270,1926-07
402278,1941-10-00 (ca.)
402295,1957-00-00 (ca.)
402296,1914
402298,1914
402299,1914
402300,1914
402301,1959-07-00 (ca.)
402302,1959-07-00 (ca.)
402303,1959-07-00 (ca.)
402304,1959-07-00 (ca.)
402305,1959-07-00 (ca.)
402306,1914
402307,1959-07-00 (ca.)
402308,1959-07-00 (ca.)
402309,1914
402310,1914
402311,1914
402312,1914
402313,1914
402314,1914
402315,1914
402316,1914
402317,1914
402318,1914
402394,1928-07
402401,1914
402403,1914
402404,1914
402407,1914
402410,1914
402411,1914
402413,1914
402414,1933-00-00
402416,1914
402418,1914
402420,1914
402421,1914
402422,1914
402423,1914
402424,1914
402426,1914
402428,1914
402429,1914
402430,1914
402431,1900
402432,1914
402434,1914
402437,1914
402438,1914
402439,1914
402461,1961-02-00 (ca.)
402472,1961-04-00 (ca.)
402473,1961-04
402475,1961-04-00 (ca.)
402476,1961-04-00 (ca.)
402478,1961-04-00 (ca.)
402488,1909-06-00 (ca.)
402495,1909-06-00 (ca.)
402507,1909-00-00 (ca.)
402514,1935
402515,1962-11-00 (ca.)
402517,1983-09
402520,1985
402536,1963
402541,1963-02
402570,1964-00-00 (ca.)
402571,1964-00-00 (ca.)
402572,1964-00-00 (ca.)
402573,1964-00-00 (ca.)
402574,1973-04-00
402575,1964-00-00 (ca.)
402576,1964-00-00 (ca.)
402577,1964-00-00 (ca.)
402579,1964-00-00 (ca.)
402581,1969-11-00
402582,1964-00-00 (ca.)
402583,1964-00-00 (ca.)
402585,1964-00-00 (ca.)
402586,1964-00-00 (ca.)
402589,1964-00-00 (ca.)
402591,1964-00-00 (ca.)
402597,1964-00-00 (ca.)
402598,1964-00-00 (ca.)
402599,1929 summer
402600,1914
402602,1909-07-00 (ca.)
402603,1909-06-00 (ca.)
402604,1914
402615,1909-07-00 (ca.)
402622,1909-06-00 (ca.)
402633,1909-05-00 (ca.)
402638,1909-06-00 (ca.)
402639,1909-07-00 (ca.)
402640,1909-07-00 (ca.)
402643,1909-06-00 (ca.)
402646,1909-07-00 (ca.)
402647,1909-06-00 (ca.)
402652,1909-06-00 (ca.)
402655,1909-06-00 (ca.)
402656,1980-07
402657,1909-07-00 (ca.)
402658,1909-07-00 (ca.)
402660,1909-07-00 (ca.)
402661,1915
402662,1909-06-00 (ca.)
402663,1915
402664,1915
402665,1909-06-00 (ca.)
402666,1909-06-00 (ca.)
402671,1909-07-00 (ca.)
402674,1909-06-00 (ca.)
402676,1909-06-00 (ca.)
402842,1905
402863,1913
402872,1897
402909,1960-06
402926,1933-08-00
402927,1933-08-00
402933,1933-08-00
402985,1884
403057,1983-10
403121,1970-07-(10-11)
403146,1956-11-00
403157,1942-12-00
403162,1944-01-00
403163,1950-01-00
403164,1946-10-00
403165,1955-10-00
403166,1942-03-00
403176,1932-00-00
403181,1969-11-00
403183,1936-00-00
403314,1962- 07-15
403322,1935
403369,1965 summer
403386,1882-04
403395,1882-07
403406,1884-06
403407,1884-06
403418,1884-06
403419,1888
403422,1888?
403424,1888-06
403429,1888-06
403431,1884-06
403433,1926-00-00
403434,1884?
403436,1884?
403437,1884?
403439,1884-06
403442,1884-06
403443,1884?
403457,1884-06
403461,1884-06
403462,1883
403465,1884-06
403468,1888-06
403469,1982-07-00
403471,1889
403472,1883
403473,1884-06
403475,1904
403481,1902-02-00
403483,1951-07-(1-4)
403484,1949-01-00
403512,1941
403526,1986-10-00
403527,1986-11-00
403530,1947-09-00
403533,1941-07-00
